BU,schedule,range,step,biweekly,ak_annual_salary
SS,100,25,N,6046.4,157206.4
SS,100,26,N,6264.0,162864.0
SS,100,27,N,6501.6,169041.6
SS,100,9,O,2124.0,55224.0
SS,100,10,O,2255.2,58635.2
SS,100,11,O,2404.0,62504.0
SS,100,12,O,2568.0,66768.0
SS,100,13,O,2752.8,71572.8
SS,100,14,O,2956.8,76876.8
SS,100,15,O,3168.8,82388.8
SS,100,16,O,3397.6,88337.59999999999
SS,100,17,O,3635.2,94515.2
SS,100,18,O,3889.6,101129.59999999999
SS,100,19,O,4157.6,108097.6
SS,100,20,O,4442.4,115502.4
SS,100,21,O,4744.0,123344.0
SS,100,22,O,5072.8,131892.80000000002
SS,100,23,O,5436.8,141356.80000000002
SS,100,24,O,5808.8,151028.80000000002
SS,100,25,O,6243.2,162323.19999999998
SS,100,26,O,6467.2,168147.19999999998
SS,100,27,O,6712.8,174532.80000000002
SS,100,9,P,2192.8,57012.8
SS,100,10,P,2328.8,60548.8
SS,100,11,P,2482.4,64542.4
SS,100,12,P,2651.2,68931.2
SS,100,13,P,2842.4,73902.40000000001
SS,100,14,P,3052.8,79372.8
SS,100,15,P,3272.0,85072.0
SS,100,16,P,3508.0,91208.0
SS,100,17,P,3753.6,97593.59999999999
SS,100,18,P,4016.0,104416.0
SS,100,19,P,4292.8,111612.8
SS,100,20,P,4586.4,119246.4
SS,100,21,P,4898.4,127358.4
SS,100,22,P,5237.6,136177.6
SS,100,23,P,5613.6,145953.6
SS,100,24,P,5997.6,155937.6
SS,100,25,P,6446.4,167606.4
SS,100,26,P,6677.6,173617.6
SS,100,27,P,6931.2,180211.19999999998
SS,100,9,Q,2264.0,58864.0
SS,100,10,Q,2404.8,62524.8
SS,100,11,Q,2563.2,66643.2
SS,100,12,Q,2737.6,71177.59999999999
SS,100,13,Q,2934.4,76294.40000000001
SS,100,14,Q,3152.0,81952.0
SS,100,15,Q,3378.4,87838.40000000001
SS,100,16,Q,3622.4,94182.40000000001
SS,100,17,Q,3875.2,100755.2
SS,100,18,Q,4146.4,107806.4
SS,100,19,Q,4432.0,115232.0
SS,100,20,Q,4735.2,123115.2
SS,100,21,Q,5057.6,131497.6
SS,100,22,Q,5408.0,140608.0
SS,100,23,Q,5796.0,150696.0
SS,100,24,Q,6192.8,161012.80000000002
SS,100,25,Q,6656.0,173056.0
SS,100,26,Q,6894.4,179254.4
SS,100,27,Q,7156.8,186076.80000000002
SS,100,9,R,2337.6,60777.6
SS,100,10,R,2483.2,64563.2
SS,100,11,R,2646.4,68806.40000000001
SS,100,12,R,2826.4,73486.40000000001
SS,100,13,R,3029.6,78769.59999999999
SS,100,14,R,3254.4,84614.40000000001
SS,100,15,R,3488.0,90688.0
SS,100,16,R,3740.0,97240.0
SS,100,17,R,4000.8,104020.8
SS,100,18,R,4280.8,111300.8
SS,100,19,R,4576.0,118976.0
SS,100,20,R,4888.8,127108.8
SS,100,21,R,5221.6,135761.6
SS,100,22,R,5584.0,145184.0
SS,100,23,R,5984.0,155584.0
SS,100,24,R,6394.4,166254.4
SS,100,25,R,6872.0,178672.0
SS,100,26,R,7118.4,185078.4
SS,100,27,R,7389.6,192129.6
SS,100,9,S,2413.6,62753.6
SS,100,10,S,2564.0,66664.0
SS,100,11,S,2732.8,71052.8
SS,100,12,S,2918.4,75878.40000000001
SS,100,13,S,3128.0,81328.0
SS,100,14,S,3360.0,87360.0
SS,100,15,S,3601.6,93641.59999999999
SS,100,16,S,3861.6,100401.59999999999
SS,100,17,S,4131.2,107411.2
SS,100,18,S,4420.0,114920.0
SS,100,19,S,4724.8,122844.8
SS,100,20,S,5048.0,131248.0
SS,100,21,S,5391.2,140171.19999999998
SS,100,22,S,5765.6,149905.6
SS,100,23,S,6178.4,160638.4
SS,100,24,S,6602.4,171662.4
SS,100,25,S,7095.2,184475.19999999998
SS,100,26,S,7349.6,191089.6
SS,100,27,S,7629.6,198369.6
SS,100,9,T,2492.0,64792.0
SS,100,10,T,2647.2,68827.2
SS,100,11,T,2821.6,73361.59999999999
SS,100,12,T,3013.6,78353.59999999999
SS,100,13,T,3229.6,83969.59999999999
SS,100,14,T,3469.6,90209.59999999999
SS,100,15,T,3718.4,96678.40000000001
SS,100,16,T,3987.2,103667.2
SS,100,17,T,4265.6,110905.6
SS,100,18,T,4564.0,118664.0
SS,100,19,T,4878.4,126838.4
SS,100,20,T,5212.0,135512.0
SS,100,21,T,5566.4,144726.4
SS,100,22,T,5952.8,154772.80000000002
SS,100,23,T,6379.2,165859.19999999998
SS,100,24,T,6816.8,177236.80000000002
SS,100,25,T,7325.6,190465.6
SS,100,26,T,7588.8,197308.80000000002
SS,100,27,T,7877.6,204817.6
SS,100,9,U,2572.8,66892.8
SS,100,10,U,2733.6,71073.59999999999
SS,100,11,U,2913.6,75753.59999999999
SS,100,12,U,3111.2,80891.2
SS,100,13,U,3334.4,86694.40000000001
SS,100,14,U,3582.4,93142.40000000001
SS,100,15,U,3839.2,99819.2
SS,100,16,U,4116.8,107036.8
SS,100,17,U,4404.0,114504.0
SS,100,18,U,4712.0,122512.0
SS,100,19,U,5036.8,130956.8
SS,100,20,U,5381.6,139921.6
SS,100,21,U,5747.2,149427.19999999998
SS,100,22,U,6146.4,159806.4
SS,100,23,U,6586.4,171246.4
SS,100,24,U,7038.4,182998.4
SS,100,25,U,7564.0,196664.0
SS,100,26,U,7835.2,203715.19999999998
SS,100,27,U,8133.6,211473.6
SS,100,9,V,2656.8,69076.8
SS,100,10,V,2822.4,73382.40000000001
SS,100,11,V,3008.0,78208.0
SS,100,12,V,3212.0,83512.0
SS,100,13,V,3442.4,89502.40000000001
SS,100,14,V,3699.2,96179.2
SS,100,15,V,3964.0,103064.0
SS,100,16,V,4250.4,110510.4
SS,100,17,V,4547.2,118227.2
SS,100,18,V,4864.8,126484.8
SS,100,19,V,5200.8,135220.80000000002
SS,100,20,V,5556.8,144476.80000000002
SS,100,21,V,5933.6,154273.6
SS,100,22,V,6346.4,165006.4
SS,100,23,V,6800.8,176820.80000000002
SS,100,24,V,7267.2,188947.19999999998
SS,100,25,V,7809.6,203049.6
SS,100,26,V,8089.6,210329.6
SS,100,27,V,8397.6,218337.6
SS,100,9,W,2743.2,71323.2
SS,100,10,W,2914.4,75774.40000000001
SS,100,11,W,3105.6,80745.59999999999
SS,100,12,W,3316.0,86216.0
SS,100,13,W,3554.4,92414.40000000001
SS,100,14,W,3819.2,99299.2
SS,100,15,W,4092.8,106412.8
SS,100,16,W,4388.8,114108.8
SS,100,17,W,4695.2,122075.2
SS,100,18,W,5023.2,130603.2
SS,100,19,W,5369.6,139609.6
SS,100,20,W,5737.6,149177.6
SS,100,21,W,6126.4,159286.4
SS,100,22,W,6552.8,170372.80000000002
SS,100,23,W,7021.6,182561.6
SS,100,24,W,7503.2,195083.19999999998
SS,100,25,W,8063.2,209643.19999999998
SS,100,26,W,8352.8,217172.8
SS,100,27,W,8670.4,225430.4
SS,100,9,X,2832.0,73632.0
SS,100,10,X,3008.8,78228.8
SS,100,11,X,3206.4,83366.40000000001
SS,100,12,X,3424.0,89024.0
SS,100,13,X,3669.6,95409.59999999999
SS,100,14,X,3943.2,102523.2
SS,100,15,X,4225.6,109865.6
SS,100,16,X,4531.2,117811.2
SS,100,17,X,4848.0,126048.0
SS,100,18,X,5186.4,134846.4
SS,100,19,X,5544.0,144144.0
SS,100,20,X,5924.0,154024.0
SS,100,21,X,6325.6,164465.6
SS,100,22,X,6765.6,175905.6
SS,100,23,X,7249.6,188489.6
SS,100,24,X,7747.2,201427.19999999998
SS,100,25,X,8325.6,216465.6
SS,100,26,X,8624.0,224224.0
SS,100,27,X,8952.0,232752.0
SS,100,9,Y,2924.0,76024.0
SS,100,10,Y,3106.4,80766.40000000001
SS,100,11,Y,3310.4,86070.40000000001
SS,100,12,Y,3535.2,91915.2
SS,100,13,Y,3788.8,98508.8
SS,100,14,Y,4071.2,105851.2
SS,100,15,Y,4363.2,113443.2
SS,100,16,Y,4678.4,121638.4
SS,100,17,Y,5005.6,130145.6
SS,100,18,Y,5355.2,139235.19999999998
SS,100,19,Y,5724.0,148824.0
SS,100,20,Y,6116.8,159036.80000000002
SS,100,21,Y,6531.2,169811.19999999998
SS,100,22,Y,6985.6,181625.6
SS,100,23,Y,7485.6,194625.6
SS,100,24,Y,7999.2,207979.19999999998
SS,100,25,Y,8596.0,223496.0
SS,100,26,Y,8904.0,231504.0
SS,100,27,Y,9243.2,240323.2
SS,100,9,Z,3019.2,78499.2
SS,100,10,Z,3207.2,83387.2
SS,100,11,Z,3417.6,88857.59999999999
SS,100,12,Z,3650.4,94910.40000000001
SS,100,13,Z,3912.0,101712.0
SS,100,14,Z,4203.2,109283.2
SS,100,15,Z,4504.8,117124.8
SS,100,16,Z,4830.4,125590.4
SS,100,17,Z,5168.0,134368.0
SS,100,18,Z,5529.6,143769.6
SS,100,19,Z,5910.4,153670.4
SS,100,20,Z,6315.2,164195.19999999998
SS,100,21,Z,6743.2,175323.19999999998
SS,100,22,Z,7212.8,187532.80000000002
SS,100,23,Z,7728.8,200948.80000000002
SS,100,24,Z,8259.2,214739.2
SS,100,25,Z,8875.2,230755.2
SS,100,26,Z,9193.6,239033.6
SS,100,27,Z,9544.0,248144.0
SS,200,9,A,1556.8,40476.799999999996
SS,200,10,A,1651.2,42931.200000000004
SS,200,11,A,1752.8,45572.799999999996
SS,200,12,A,1860.8,48380.799999999996
SS,200,13,A,1983.2,51563.200000000004
SS,200,14,A,2119.2,55099.2
SS,200,15,A,2272.8,59092.8
SS,200,16,A,2440.8,63460.8
SS,200,17,A,2615.2,67995.2
SS,200,18,A,2804.8,72924.8
SS,200,19,A,3000.0,78000.0
SS,200,20,A,3210.4,83470.40000000001
SS,200,21,A,3432.0,89232.0
SS,200,22,A,3666.4,95326.40000000001
SS,200,23,A,3915.2,101795.2
SS,200,24,A,4187.2,108867.2
SS,200,25,A,4488.0,116688.0
SS,200,26,A,4638.4,120598.4
SS,200,27,A,4794.4,124654.4
SS,200,9,B,1600.8,41620.799999999996
SS,200,10,B,1705.6,44345.6
SS,200,11,B,1806.4,46966.4
SS,200,12,B,1921.6,49961.6
SS,200,13,B,2049.6,53289.6
SS,200,14,B,2196.0,57096.0
SS,200,15,B,2352.0,61152.0
SS,200,16,B,2519.2,65499.2
SS,200,17,B,2709.6,70449.59999999999
SS,200,18,B,2899.2,75379.2
SS,200,19,B,3092.0,80392.0
SS,200,20,B,3310.4,86070.40000000001
SS,200,21,B,3534.4,91894.40000000001
SS,200,22,B,3778.4,98238.40000000001
SS,200,23,B,4043.2,105123.2
SS,200,24,B,4326.4,112486.4
SS,200,25,B,4638.4,120598.4
SS,200,26,B,4794.4,124654.4
SS,200,27,B,4968.8,129188.8
SS,200,9,C,1651.2,42931.200000000004
SS,200,10,C,1752.8,45572.799999999996
SS,200,11,C,1860.8,48380.799999999996
SS,200,12,C,1983.2,51563.200000000004
SS,200,13,C,2119.2,55099.2
SS,200,14,C,2272.8,59092.8
SS,200,15,C,2440.8,63460.8
SS,200,16,C,2615.2,67995.2
SS,200,17,C,2804.8,72924.8
SS,200,18,C,3000.0,78000.0
SS,200,19,C,3210.4,83470.40000000001
SS,200,20,C,3432.0,89232.0
SS,200,21,C,3666.4,95326.40000000001
SS,200,22,C,3915.2,101795.2
SS,200,23,C,4187.2,108867.2
SS,200,24,C,4488.0,116688.0
SS,200,25,C,4794.4,124654.4
SS,200,26,C,4968.8,129188.8
SS,200,27,C,5153.6,133993.6
SS,200,9,D,1705.6,44345.6
SS,200,10,D,1806.4,46966.4
SS,200,11,D,1921.6,49961.6
SS,200,12,D,2049.6,53289.6
SS,200,13,D,2196.0,57096.0
SS,200,14,D,2352.0,61152.0
SS,200,15,D,2519.2,65499.2
SS,200,16,D,2709.6,70449.59999999999
SS,200,17,D,2899.2,75379.2
SS,200,18,D,3092.0,80392.0
SS,200,19,D,3310.4,86070.40000000001
SS,200,20,D,3534.4,91894.40000000001
SS,200,21,D,3778.4,98238.40000000001
SS,200,22,D,4043.2,105123.2
SS,200,23,D,4326.4,112486.4
SS,200,24,D,4638.4,120598.4
SS,200,25,D,4968.8,129188.8
SS,200,26,D,5153.6,133993.6
SS,200,27,D,5338.4,138798.4
SS,200,9,E,1752.8,45572.799999999996
SS,200,10,E,1860.8,48380.799999999996
SS,200,11,E,1983.2,51563.200000000004
SS,200,12,E,2119.2,55099.2
SS,200,13,E,2272.8,59092.8
SS,200,14,E,2440.8,63460.8
SS,200,15,E,2615.2,67995.2
SS,200,16,E,2804.8,72924.8
SS,200,17,E,3000.0,78000.0
SS,200,18,E,3210.4,83470.40000000001
SS,200,19,E,3432.0,89232.0
SS,200,20,E,3666.4,95326.40000000001
SS,200,21,E,3915.2,101795.2
SS,200,22,E,4187.2,108867.2
SS,200,23,E,4488.0,116688.0
SS,200,24,E,4794.4,124654.4
SS,200,25,E,5153.6,133993.6
SS,200,26,E,5338.4,138798.4
SS,200,27,E,5540.8,144060.80000000002
SS,200,9,J,1809.6,47049.6
SS,200,10,J,1921.6,49961.6
SS,200,11,J,2048.0,53248.0
SS,200,12,J,2188.0,56888.0
SS,200,13,J,2346.4,61006.4
SS,200,14,J,2520.0,65520.0
SS,200,15,J,2700.0,70200.0
SS,200,16,J,2896.0,75296.0
SS,200,17,J,3097.6,80537.59999999999
SS,200,18,J,3314.4,86174.40000000001
SS,200,19,J,3543.2,92123.2
SS,200,20,J,3785.6,98425.59999999999
SS,200,21,J,4042.4,105102.40000000001
SS,200,22,J,4323.2,112403.2
SS,200,23,J,4633.6,120473.6
SS,200,24,J,4950.4,128710.4
SS,200,25,J,5320.8,138340.80000000002
SS,200,26,J,5512.0,143312.0
SS,200,27,J,5720.8,148740.80000000002
SS,200,9,K,1868.8,48588.799999999996
SS,200,10,K,1984.0,51584.0
SS,200,11,K,2114.4,54974.4
SS,200,12,K,2259.2,58739.2
SS,200,13,K,2422.4,62982.4
SS,200,14,K,2601.6,67641.59999999999
SS,200,15,K,2788.0,72488.0
SS,200,16,K,2990.4,77750.40000000001
SS,200,17,K,3198.4,83158.40000000001
SS,200,18,K,3422.4,88982.40000000001
SS,200,19,K,3658.4,95118.40000000001
SS,200,20,K,3908.8,101628.8
SS,200,21,K,4173.6,108513.6
SS,200,22,K,4464.0,116064.0
SS,200,23,K,4784.0,124384.0
SS,200,24,K,5111.2,132891.19999999998
SS,200,25,K,5493.6,142833.6
SS,200,26,K,5691.2,147971.19999999998
SS,200,27,K,5906.4,153566.4
SS,200,9,L,1929.6,50169.6
SS,200,10,L,2048.8,53268.8
SS,200,11,L,2183.2,56763.2
SS,200,12,L,2332.8,60652.8
SS,200,13,L,2500.8,65020.8
SS,200,14,L,2686.4,69846.40000000001
SS,200,15,L,2878.4,74838.40000000001
SS,200,16,L,3087.2,80267.2
SS,200,17,L,3302.4,85862.40000000001
SS,200,18,L,3533.6,91873.59999999999
SS,200,19,L,3777.6,98217.59999999999
SS,200,20,L,4036.0,104936.0
SS,200,21,L,4309.6,112049.6
SS,200,22,L,4608.8,119828.8
SS,200,23,L,4939.2,128419.2
SS,200,24,L,5277.6,137217.6
SS,200,25,L,5672.0,147472.0
SS,200,26,L,5876.0,152776.0
SS,200,27,L,6098.4,158558.4
SS,200,9,M,1992.0,51792.0
SS,200,10,M,2115.2,54995.2
SS,200,11,M,2254.4,58614.4
SS,200,12,M,2408.8,62628.8
SS,200,13,M,2582.4,67142.40000000001
SS,200,14,M,2773.6,72113.59999999999
SS,200,15,M,2972.0,77272.0
SS,200,16,M,3187.2,82867.2
SS,200,17,M,3409.6,88649.59999999999
SS,200,18,M,3648.8,94868.8
SS,200,19,M,3900.0,101400.0
SS,200,20,M,4167.2,108347.2
SS,200,21,M,4449.6,115689.6
SS,200,22,M,4758.4,123718.4
SS,200,23,M,5100.0,132600.0
SS,200,24,M,5448.8,141668.80000000002
SS,200,25,M,5856.0,152256.0
SS,200,26,M,6067.2,157747.19999999998
SS,200,27,M,6296.8,163716.80000000002
SS,200,9,N,2056.8,53476.8
SS,200,10,N,2184.0,56784.0
SS,200,11,N,2328.0,60528.0
SS,200,12,N,2487.2,64667.2
SS,200,13,N,2666.4,69326.40000000001
SS,200,14,N,2864.0,74464.0
SS,200,15,N,3068.8,79788.8
SS,200,16,N,3290.4,85550.40000000001
SS,200,17,N,3520.8,91540.8
SS,200,18,N,3767.2,97947.2
SS,200,19,N,4026.4,104686.40000000001
SS,200,20,N,4302.4,111862.4
SS,200,21,N,4594.4,119454.4
SS,200,22,N,4912.8,127732.8
SS,200,23,N,5265.6,136905.6
SS,200,24,N,5625.6,146265.6
SS,200,25,N,6046.4,157206.4
SS,200,26,N,6264.0,162864.0
SS,200,27,N,6501.6,169041.6
SS,200,9,O,2124.0,55224.0
SS,200,10,O,2255.2,58635.2
SS,200,11,O,2404.0,62504.0
SS,200,12,O,2568.0,66768.0
SS,200,13,O,2752.8,71572.8
SS,200,14,O,2956.8,76876.8
SS,200,15,O,3168.8,82388.8
SS,200,16,O,3397.6,88337.59999999999
SS,200,17,O,3635.2,94515.2
SS,200,18,O,3889.6,101129.59999999999
SS,200,19,O,4157.6,108097.6
SS,200,20,O,4442.4,115502.4
SS,200,21,O,4744.0,123344.0
SS,200,22,O,5072.8,131892.80000000002
SS,200,23,O,5436.8,141356.80000000002
SS,200,24,O,5808.8,151028.80000000002
SS,200,25,O,6243.2,162323.19999999998
SS,200,26,O,6467.2,168147.19999999998
SS,200,27,O,6712.8,174532.80000000002
SS,200,9,P,2192.8,57012.8
SS,200,10,P,2328.8,60548.8
SS,200,11,P,2482.4,64542.4
SS,200,12,P,2651.2,68931.2
SS,200,13,P,2842.4,73902.40000000001
SS,200,14,P,3052.8,79372.8
SS,200,15,P,3272.0,85072.0
SS,200,16,P,3508.0,91208.0
SS,200,17,P,3753.6,97593.59999999999
SS,200,18,P,4016.0,104416.0
SS,200,19,P,4292.8,111612.8
SS,200,20,P,4586.4,119246.4
SS,200,21,P,4898.4,127358.4
SS,200,22,P,5237.6,136177.6
SS,200,23,P,5613.6,145953.6
SS,200,24,P,5997.6,155937.6
SS,200,25,P,6446.4,167606.4
SS,200,26,P,6677.6,173617.6
SS,200,27,P,6931.2,180211.19999999998
SS,200,9,Q,2264.0,58864.0
SS,200,10,Q,2404.8,62524.8
SS,200,11,Q,2563.2,66643.2
SS,200,12,Q,2737.6,71177.59999999999
SS,200,13,Q,2934.4,76294.40000000001
SS,200,14,Q,3152.0,81952.0
SS,200,15,Q,3378.4,87838.40000000001
SS,200,16,Q,3622.4,94182.40000000001
SS,200,17,Q,3875.2,100755.2
SS,200,18,Q,4146.4,107806.4
SS,200,19,Q,4432.0,115232.0
SS,200,20,Q,4735.2,123115.2
SS,200,21,Q,5057.6,131497.6
SS,200,22,Q,5408.0,140608.0
SS,200,23,Q,5796.0,150696.0
SS,200,24,Q,6192.8,161012.80000000002
SS,200,25,Q,6656.0,173056.0
SS,200,26,Q,6894.4,179254.4
SS,200,27,Q,7156.8,186076.80000000002
SS,200,9,R,2337.6,60777.6
SS,200,10,R,2483.2,64563.2
SS,200,11,R,2646.4,68806.40000000001
SS,200,12,R,2826.4,73486.40000000001
SS,200,13,R,3029.6,78769.59999999999
SS,200,14,R,3254.4,84614.40000000001
SS,200,15,R,3488.0,90688.0
SS,200,16,R,3740.0,97240.0
SS,200,17,R,4000.8,104020.8
SS,200,18,R,4280.8,111300.8
SS,200,19,R,4576.0,118976.0
SS,200,20,R,4888.8,127108.8
SS,200,21,R,5221.6,135761.6
SS,200,22,R,5584.0,145184.0
SS,200,23,R,5984.0,155584.0
SS,200,24,R,6394.4,166254.4
SS,200,25,R,6872.0,178672.0
SS,200,26,R,7118.4,185078.4
SS,200,27,R,7389.6,192129.6
SS,200,9,S,2413.6,62753.6
SS,200,10,S,2564.0,66664.0
SS,200,11,S,2732.8,71052.8
SS,200,12,S,2918.4,75878.40000000001
SS,200,13,S,3128.0,81328.0
SS,200,14,S,3360.0,87360.0
SS,200,15,S,3601.6,93641.59999999999
SS,200,16,S,3861.6,100401.59999999999
SS,200,17,S,4131.2,107411.2
SS,200,18,S,4420.0,114920.0
SS,200,19,S,4724.8,122844.8
SS,200,20,S,5048.0,131248.0
SS,200,21,S,5391.2,140171.19999999998
SS,200,22,S,5765.6,149905.6
SS,200,23,S,6178.4,160638.4
SS,200,24,S,6602.4,171662.4
SS,200,25,S,7095.2,184475.19999999998
SS,200,26,S,7349.6,191089.6
SS,200,27,S,7629.6,198369.6
SS,200,9,T,2492.0,64792.0
SS,200,10,T,2647.2,68827.2
SS,200,11,T,2821.6,73361.59999999999
SS,200,12,T,3013.6,78353.59999999999
SS,200,13,T,3229.6,83969.59999999999
SS,200,14,T,3469.6,90209.59999999999
SS,200,15,T,3718.4,96678.40000000001
SS,200,16,T,3987.2,103667.2
SS,200,17,T,4265.6,110905.6
SS,200,18,T,4564.0,118664.0
SS,200,19,T,4878.4,126838.4
SS,200,20,T,5212.0,135512.0
SS,200,21,T,5566.4,144726.4
SS,200,22,T,5952.8,154772.80000000002
SS,200,23,T,6379.2,165859.19999999998
SS,200,24,T,6816.8,177236.80000000002
SS,200,25,T,7325.6,190465.6
SS,200,26,T,7588.8,197308.80000000002
SS,200,27,T,7877.6,204817.6
SS,200,9,U,2572.8,66892.8
SS,200,10,U,2733.6,71073.59999999999
SS,200,11,U,2913.6,75753.59999999999
SS,200,12,U,3111.2,80891.2
SS,200,13,U,3334.4,86694.40000000001
SS,200,14,U,3582.4,93142.40000000001
SS,200,15,U,3839.2,99819.2
SS,200,16,U,4116.8,107036.8
SS,200,17,U,4404.0,114504.0
SS,200,18,U,4712.0,122512.0
SS,200,19,U,5036.8,130956.8
SS,200,20,U,5381.6,139921.6
SS,200,21,U,5747.2,149427.19999999998
SS,200,22,U,6146.4,159806.4
SS,200,23,U,6586.4,171246.4
SS,200,24,U,7038.4,182998.4
SS,200,25,U,7564.0,196664.0
SS,200,26,U,7835.2,203715.19999999998
SS,200,27,U,8133.6,211473.6
SS,200,9,V,2656.8,69076.8
SS,200,10,V,2822.4,73382.40000000001
SS,200,11,V,3008.0,78208.0
SS,200,12,V,3212.0,83512.0
SS,200,13,V,3442.4,89502.40000000001
SS,200,14,V,3699.2,96179.2
SS,200,15,V,3964.0,103064.0
SS,200,16,V,4250.4,110510.4
SS,200,17,V,4547.2,118227.2
SS,200,18,V,4864.8,126484.8
SS,200,19,V,5200.8,135220.80000000002
SS,200,20,V,5556.8,144476.80000000002
SS,200,21,V,5933.6,154273.6
SS,200,22,V,6346.4,165006.4
SS,200,23,V,6800.8,176820.80000000002
SS,200,24,V,7267.2,188947.19999999998
SS,200,25,V,7809.6,203049.6
SS,200,26,V,8089.6,210329.6
SS,200,27,V,8397.6,218337.6
SS,200,9,W,2743.2,71323.2
SS,200,10,W,2914.4,75774.40000000001
SS,200,11,W,3105.6,80745.59999999999
SS,200,12,W,3316.0,86216.0
SS,200,13,W,3554.4,92414.40000000001
SS,200,14,W,3819.2,99299.2
SS,200,15,W,4092.8,106412.8
SS,200,16,W,4388.8,114108.8
SS,200,17,W,4695.2,122075.2
SS,200,18,W,5023.2,130603.2
SS,200,19,W,5369.6,139609.6
SS,200,20,W,5737.6,149177.6
SS,200,21,W,6126.4,159286.4
SS,200,22,W,6552.8,170372.80000000002
SS,200,23,W,7021.6,182561.6
SS,200,24,W,7503.2,195083.19999999998
SS,200,25,W,8063.2,209643.19999999998
SS,200,26,W,8352.8,217172.8
SS,200,27,W,8670.4,225430.4
SS,200,9,X,2832.0,73632.0
SS,200,10,X,3008.8,78228.8
SS,200,11,X,3206.4,83366.40000000001
SS,200,12,X,3424.0,89024.0
SS,200,13,X,3669.6,95409.59999999999
SS,200,14,X,3943.2,102523.2
SS,200,15,X,4225.6,109865.6
SS,200,16,X,4531.2,117811.2
SS,200,17,X,4848.0,126048.0
SS,200,18,X,5186.4,134846.4
SS,200,19,X,5544.0,144144.0
SS,200,20,X,5924.0,154024.0
SS,200,21,X,6325.6,164465.6
SS,200,22,X,6765.6,175905.6
SS,200,23,X,7249.6,188489.6
SS,200,24,X,7747.2,201427.19999999998
SS,200,25,X,8325.6,216465.6
SS,200,26,X,8624.0,224224.0
SS,200,27,X,8952.0,232752.0
SS,200,9,Y,2924.0,76024.0
SS,200,10,Y,3106.4,80766.40000000001
SS,200,11,Y,3310.4,86070.40000000001
SS,200,12,Y,3535.2,91915.2
SS,200,13,Y,3788.8,98508.8
SS,200,14,Y,4071.2,105851.2
SS,200,15,Y,4363.2,113443.2
SS,200,16,Y,4678.4,121638.4
SS,200,17,Y,5005.6,130145.6
SS,200,18,Y,5355.2,139235.19999999998
SS,200,19,Y,5724.0,148824.0
SS,200,20,Y,6116.8,159036.80000000002
SS,200,21,Y,6531.2,169811.19999999998
SS,200,22,Y,6985.6,181625.6
SS,200,23,Y,7485.6,194625.6
SS,200,24,Y,7999.2,207979.19999999998
SS,200,25,Y,8596.0,223496.0
SS,200,26,Y,8904.0,231504.0
SS,200,27,Y,9243.2,240323.2
SS,200,9,Z,3019.2,78499.2
SS,200,10,Z,3207.2,83387.2
SS,200,11,Z,3417.6,88857.59999999999
SS,200,12,Z,3650.4,94910.40000000001
SS,200,13,Z,3912.0,101712.0
SS,200,14,Z,4203.2,109283.2
SS,200,15,Z,4504.8,117124.8
SS,200,16,Z,4830.4,125590.4
SS,200,17,Z,5168.0,134368.0
SS,200,18,Z,5529.6,143769.6
SS,200,19,Z,5910.4,153670.4
SS,200,20,Z,6315.2,164195.19999999998
SS,200,21,Z,6743.2,175323.19999999998
SS,200,22,Z,7212.8,187532.80000000002
SS,200,23,Z,7728.8,200948.80000000002
SS,200,24,Z,8259.2,214739.2
SS,200,25,Z,8875.2,230755.2
SS,200,26,Z,9193.6,239033.6
SS,200,27,Z,9544.0,248144.0
SS,500,9,A,1541.6,40081.6
SS,500,10,A,1635.2,42515.200000000004
SS,500,11,A,1734.4,45094.4
SS,500,12,A,1843.2,47923.200000000004
SS,500,13,A,1964.0,51064.0
SS,500,14,A,2097.6,54537.6
SS,500,15,A,2251.2,58531.2
SS,500,16,A,2416.8,62836.8
SS,500,17,A,2589.6,67329.59999999999
SS,500,18,A,2776.0,72176.0
SS,500,19,A,2969.6,77209.59999999999
SS,500,20,A,3178.4,82638.40000000001
SS,500,21,A,3398.4,88358.40000000001
SS,500,22,A,3628.8,94348.8
SS,500,23,A,3876.8,100796.8
SS,500,24,A,4146.4,107806.4
SS,500,25,A,4441.6,115481.6
SS,500,26,A,4595.2,119475.2
SS,500,27,A,4746.4,123406.4
SS,500,9,B,1586.4,41246.4
SS,500,10,B,1688.8,43908.799999999996
SS,500,11,B,1791.2,46571.200000000004
SS,500,12,B,1902.4,49462.4
SS,500,13,B,2030.4,52790.4
SS,500,14,B,2172.8,56492.8
SS,500,15,B,2328.8,60548.8
SS,500,16,B,2493.6,64833.6
SS,500,17,B,2682.4,69742.40000000001
SS,500,18,B,2871.2,74651.2
SS,500,19,B,3064.8,79684.8
SS,500,20,B,3276.8,85196.8
SS,500,21,B,3499.2,90979.2
SS,500,22,B,3741.6,97281.59999999999
SS,500,23,B,4001.6,104041.59999999999
SS,500,24,B,4284.8,111404.8
SS,500,25,B,4595.2,119475.2
SS,500,26,B,4746.4,123406.4
SS,500,27,B,4920.8,127940.8
SS,500,9,C,1635.2,42515.200000000004
SS,500,10,C,1734.4,45094.4
SS,500,11,C,1843.2,47923.200000000004
SS,500,12,C,1964.0,51064.0
SS,500,13,C,2097.6,54537.6
SS,500,14,C,2251.2,58531.2
SS,500,15,C,2416.8,62836.8
SS,500,16,C,2589.6,67329.59999999999
SS,500,17,C,2776.0,72176.0
