BU,schedule,range,step,biweekly,ak_annual_salary
XE,N00,17,D,2730.0,70980.0
XE,N00,18,D,2919.0,75894.0
XE,N00,19,D,3124.5,81237.0
XE,N00,20,D,3339.75,86833.5
XE,N00,21,D,3568.5,92781.0
XE,N00,22,D,3810.75,99079.5
XE,N00,23,D,4074.75,105943.5
XE,N00,24,D,4368.75,113587.5
XE,N00,25,D,4666.5,121329.0
XE,N00,26,D,4836.0,125736.0
XE,N00,27,D,5016.0,130416.0
XE,N00,28,D,5195.25,135076.5
XE,N00,29,D,5391.0,140166.0
XE,N00,30,D,5578.5,145041.0
XE,N00,5,E,1311.75,34105.5
XE,N00,6,E,1384.5,35997.0
XE,N00,7,E,1469.25,38200.5
XE,N00,8,E,1560.0,40560.0
XE,N00,9,E,1658.25,43114.5
XE,N00,10,E,1758.75,45727.5
XE,N00,11,E,1871.25,48652.5
XE,N00,12,E,1996.5,51909.0
XE,N00,13,E,2135.25,55516.5
XE,N00,14,E,2289.75,59533.5
XE,N00,15,E,2452.5,63765.0
XE,N00,16,E,2636.25,68542.5
XE,N00,17,E,2823.0,73398.0
XE,N00,18,E,3009.75,78253.5
XE,N00,19,E,3221.25,83752.5
XE,N00,20,E,3440.25,89446.5
XE,N00,21,E,3677.25,95608.5
XE,N00,22,E,3934.5,102297.0
XE,N00,23,E,4211.25,109492.5
XE,N00,24,E,4514.25,117370.5
XE,N00,25,E,4836.0,125736.0
XE,N00,26,E,5016.0,130416.0
XE,N00,27,E,5195.25,135076.5
XE,N00,28,E,5391.0,140166.0
XE,N00,29,E,5578.5,145041.0
XE,N00,30,E,5776.5,150189.0
XE,N00,5,F,1346.25,35002.5
XE,N00,6,F,1425.75,37069.5
XE,N00,7,F,1516.5,39429.0
XE,N00,8,F,1608.0,41808.0
XE,N00,9,F,1706.25,44362.5
XE,N00,10,F,1809.75,47053.5
XE,N00,11,F,1930.5,50193.0
XE,N00,12,F,2064.75,53683.5
XE,N00,13,F,2211.75,57505.5
XE,N00,14,F,2376.75,61795.5
XE,N00,15,F,2544.75,66163.5
XE,N00,16,F,2730.0,70980.0
XE,N00,17,F,2919.0,75894.0
XE,N00,18,F,3124.5,81237.0
XE,N00,19,F,3339.75,86833.5
XE,N00,20,F,3568.5,92781.0
XE,N00,21,F,3810.75,99079.5
XE,N00,22,F,4074.75,105943.5
XE,N00,23,F,4368.75,113587.5
XE,N00,24,F,4666.5,121329.0
XE,N00,25,F,5016.0,130416.0
XE,N00,26,F,5195.25,135076.5
XE,N00,27,F,5391.0,140166.0
XE,N00,28,F,5578.5,145041.0
XE,N00,29,F,5776.5,150189.0
XE,N00,30,F,5979.0,155454.0
XE,N00,5,J,1389.75,36133.5
XE,N00,6,J,1472.25,38278.5
XE,N00,7,J,1566.0,40716.0
XE,N00,8,J,1660.5,43173.0
XE,N00,9,J,1761.75,45805.5
XE,N00,10,J,1868.25,48574.5
XE,N00,11,J,1993.5,51831.0
XE,N00,12,J,2131.5,55419.0
XE,N00,13,J,2283.75,59377.5
XE,N00,14,J,2454.0,63804.0
XE,N00,15,J,2627.25,68308.5
XE,N00,16,J,2818.5,73281.0
XE,N00,17,J,3013.5,78351.0
XE,N00,18,J,3225.75,83869.5
XE,N00,19,J,3448.5,89661.0
XE,N00,20,J,3684.75,95803.5
XE,N00,21,J,3934.5,102297.0
XE,N00,22,J,4207.5,109395.0
XE,N00,23,J,4510.5,117273.0
XE,N00,24,J,4818.0,125268.0
XE,N00,25,J,5178.75,134647.5
XE,N00,26,J,5364.0,139464.0
XE,N00,27,J,5566.5,144729.0
XE,N00,28,J,5760.0,149760.0
XE,N00,29,J,5964.0,155064.0
XE,N00,30,J,6173.25,160504.5
XE,N00,5,K,1434.75,37303.5
XE,N00,6,K,1520.25,39526.5
XE,N00,7,K,1617.0,42042.0
XE,N00,8,K,1714.5,44577.0
XE,N00,9,K,1818.75,47287.5
XE,N00,10,K,1929.0,50154.0
XE,N00,11,K,2058.0,53508.0
XE,N00,12,K,2200.5,57213.0
XE,N00,13,K,2358.0,61308.0
XE,N00,14,K,2533.5,65871.0
XE,N00,15,K,2712.75,70531.5
XE,N00,16,K,2910.0,75660.0
XE,N00,17,K,3111.75,80905.5
XE,N00,18,K,3330.75,86599.5
XE,N00,19,K,3560.25,92566.5
XE,N00,20,K,3804.75,98923.5
XE,N00,21,K,4062.0,105612.0
XE,N00,22,K,4344.0,112944.0
XE,N00,23,K,4656.75,121075.5
XE,N00,24,K,4974.75,129343.5
XE,N00,25,K,5346.75,139015.5
XE,N00,26,K,5538.0,143988.0
XE,N00,27,K,5747.25,149428.5
XE,N00,28,K,5947.5,154635.0
XE,N00,29,K,6157.5,160095.0
XE,N00,30,K,6374.25,165730.5
XE,N00,5,L,1481.25,38512.5
XE,N00,6,L,1569.75,40813.5
XE,N00,7,L,1669.5,43407.0
XE,N00,8,L,1770.0,46020.0
XE,N00,9,L,1878.0,48828.0
XE,N00,10,L,1992.0,51792.0
XE,N00,11,L,2124.75,55243.5
XE,N00,12,L,2271.75,59065.5
XE,N00,13,L,2434.5,63297.0
XE,N00,14,L,2616.0,68016.0
XE,N00,15,L,2801.25,72832.5
XE,N00,16,L,3004.5,78117.0
XE,N00,17,L,3213.0,83538.0
XE,N00,18,L,3438.75,89407.5
XE,N00,19,L,3675.75,95569.5
XE,N00,20,L,3928.5,102141.0
XE,N00,21,L,4194.0,109044.0
XE,N00,22,L,4485.0,116610.0
XE,N00,23,L,4808.25,125014.5
XE,N00,24,L,5136.75,133555.5
XE,N00,25,L,5520.75,143539.5
XE,N00,26,L,5718.0,148668.0
XE,N00,27,L,5934.0,154284.0
XE,N00,28,L,6141.0,159666.0
XE,N00,29,L,6357.75,165301.5
XE,N00,30,L,6581.25,171112.5
XE,N00,5,M,1529.25,39760.5
XE,N00,6,M,1620.75,42139.5
XE,N00,7,M,1723.5,44811.0
XE,N00,8,M,1827.75,47521.5
XE,N00,9,M,1938.75,50407.5
XE,N00,10,M,2056.5,53469.0
XE,N00,11,M,2193.75,57037.5
XE,N00,12,M,2345.25,60976.5
XE,N00,13,M,2513.25,65344.5
XE,N00,14,M,2700.75,70219.5
XE,N00,15,M,2892.0,75192.0
XE,N00,16,M,3102.0,80652.0
XE,N00,17,M,3317.25,86248.5
XE,N00,18,M,3550.5,92313.0
XE,N00,19,M,3795.0,98670.0
XE,N00,20,M,4056.0,105456.0
XE,N00,21,M,4330.5,112593.0
XE,N00,22,M,4630.5,120393.0
XE,N00,23,M,4964.25,129070.5
XE,N00,24,M,5304.0,137904.0
XE,N00,25,M,5700.0,148200.0
XE,N00,26,M,5904.0,153504.0
XE,N00,27,M,6126.75,159295.5
XE,N00,28,M,6340.5,164853.0
XE,N00,29,M,6564.75,170683.5
XE,N00,30,M,6795.0,176670.0
XE,N00,5,N,1578.75,41047.5
XE,N00,6,N,1673.25,43504.5
XE,N00,7,N,1779.75,46273.5
XE,N00,8,N,1887.0,49062.0
XE,N00,9,N,2001.75,52045.5
XE,N00,10,N,2123.25,55204.5
XE,N00,11,N,2265.0,58890.0
XE,N00,12,N,2421.75,62965.5
XE,N00,13,N,2595.0,67470.0
XE,N00,14,N,2788.5,72501.0
XE,N00,15,N,2985.75,77629.5
XE,N00,16,N,3202.5,83265.0
XE,N00,17,N,3425.25,89056.5
XE,N00,18,N,3666.0,95316.0
XE,N00,19,N,3918.0,101868.0
XE,N00,20,N,4188.0,108888.0
XE,N00,21,N,4471.5,116259.0
XE,N00,22,N,4781.25,124312.5
XE,N00,23,N,5125.5,133263.0
XE,N00,24,N,5476.5,142389.0
XE,N00,25,N,5885.25,153016.5
XE,N00,26,N,6096.0,158496.0
XE,N00,27,N,6325.5,164463.0
XE,N00,28,N,6546.75,170215.5
XE,N00,29,N,6777.75,176221.5
XE,N00,30,N,7015.5,182403.0
XE,N00,5,O,1629.75,42373.5
XE,N00,6,O,1728.0,44928.0
XE,N00,7,O,1837.5,47775.0
XE,N00,8,O,1948.5,50661.0
XE,N00,9,O,2067.0,53742.0
XE,N00,10,O,2192.25,56998.5
XE,N00,11,O,2338.5,60801.0
XE,N00,12,O,2500.5,65013.0
XE,N00,13,O,2679.0,69654.0
XE,N00,14,O,2879.25,74860.5
XE,N00,15,O,3082.5,80145.0
XE,N00,16,O,3306.75,85975.5
XE,N00,17,O,3536.25,91942.5
XE,N00,18,O,3785.25,98416.5
XE,N00,19,O,4045.5,105183.0
XE,N00,20,O,4323.75,112417.5
XE,N00,21,O,4617.0,120042.0
XE,N00,22,O,4936.5,128349.0
XE,N00,23,O,5292.0,137592.0
XE,N00,24,O,5654.25,147010.5
XE,N00,25,O,6076.5,157989.0
XE,N00,26,O,6294.0,163644.0
XE,N00,27,O,6531.0,169806.0
XE,N00,28,O,6759.75,175753.5
XE,N00,29,O,6998.25,181954.5
XE,N00,30,O,7243.5,188331.0
XE,N00,5,P,1683.0,43758.0
XE,N00,6,P,1784.25,46390.5
XE,N00,7,P,1897.5,49335.0
XE,N00,8,P,2011.5,52299.0
XE,N00,9,P,2134.5,55497.0
XE,N00,10,P,2263.5,58851.0
XE,N00,11,P,2414.25,62770.5
XE,N00,12,P,2581.5,67119.0
XE,N00,13,P,2766.0,71916.0
XE,N00,14,P,2973.0,77298.0
XE,N00,15,P,3183.0,82758.0
XE,N00,16,P,3414.0,88764.0
XE,N00,17,P,3651.0,94926.0
XE,N00,18,P,3908.25,101614.5
XE,N00,19,P,4176.75,108595.5
XE,N00,20,P,4464.0,116064.0
XE,N00,21,P,4767.0,123942.0
XE,N00,22,P,5097.0,132522.0
XE,N00,23,P,5463.75,142057.5
XE,N00,24,P,5838.0,151788.0
XE,N00,25,P,6273.75,163117.5
XE,N00,26,P,6498.75,168967.5
XE,N00,27,P,6743.25,175324.5
XE,N00,28,P,6979.5,181467.0
XE,N00,29,P,7225.5,187863.0
XE,N00,30,P,7479.0,194454.0
XE,N00,5,Q,1737.75,45181.5
XE,N00,6,Q,1842.0,47892.0
XE,N00,7,Q,1959.0,50934.0
XE,N00,8,Q,2076.75,53995.5
XE,N00,9,Q,2203.5,57291.0
XE,N00,10,Q,2337.0,60762.0
XE,N00,11,Q,2493.0,64818.0
XE,N00,12,Q,2665.5,69303.0
XE,N00,13,Q,2856.0,74256.0
XE,N00,14,Q,3069.75,79813.5
XE,N00,15,Q,3286.5,85449.0
XE,N00,16,Q,3525.0,91650.0
XE,N00,17,Q,3769.5,98007.0
XE,N00,18,Q,4035.0,104910.0
XE,N00,19,Q,4312.5,112125.0
XE,N00,20,Q,4608.75,119827.5
XE,N00,21,Q,4922.25,127978.5
XE,N00,22,Q,5262.75,136831.5
XE,N00,23,Q,5641.5,146679.0
XE,N00,24,Q,6027.75,156721.5
XE,N00,25,Q,6477.75,168421.5
XE,N00,26,Q,6710.25,174466.5
XE,N00,27,Q,6962.25,181018.5
XE,N00,28,Q,7206.0,187356.0
XE,N00,29,Q,7460.25,193966.5
XE,N00,30,Q,7722.0,200772.0
XE,N00,5,R,1794.0,46644.0
XE,N00,6,R,1902.0,49452.0
XE,N00,7,R,2022.75,52591.5
XE,N00,8,R,2144.25,55750.5
XE,N00,9,R,2274.75,59143.5
XE,N00,10,R,2412.75,62731.5
XE,N00,11,R,2574.0,66924.0
XE,N00,12,R,2752.5,71565.0
XE,N00,13,R,2949.0,76674.0
XE,N00,14,R,3169.5,82407.0
XE,N00,15,R,3393.0,88218.0
XE,N00,16,R,3639.75,94633.5
XE,N00,17,R,3891.75,101185.5
XE,N00,18,R,4166.25,108322.5
XE,N00,19,R,4452.75,115771.5
XE,N00,20,R,4758.75,123727.5
XE,N00,21,R,5082.0,132132.0
XE,N00,22,R,5433.75,141277.5
XE,N00,23,R,5824.5,151437.0
XE,N00,24,R,6223.5,161811.0
XE,N00,25,R,6688.5,173901.0
XE,N00,26,R,6928.5,180141.0
XE,N00,27,R,7188.75,186907.5
XE,N00,28,R,7440.0,193440.0
XE,N00,29,R,7702.5,200265.0
XE,N00,30,R,7973.25,207304.5
XE,N00,5,S,1852.5,48165.0
XE,N00,6,S,1963.5,51051.0
XE,N00,7,S,2088.75,54307.5
XE,N00,8,S,2214.0,57564.0
XE,N00,9,S,2349.0,61074.0
XE,N00,10,S,2491.5,64779.0
XE,N00,11,S,2658.0,69108.0
XE,N00,12,S,2841.75,73885.5
XE,N00,13,S,3045.0,79170.0
XE,N00,14,S,3272.25,85078.5
XE,N00,15,S,3503.25,91084.5
XE,N00,16,S,3758.25,97714.5
XE,N00,17,S,4018.5,104481.0
XE,N00,18,S,4302.0,111852.0
XE,N00,19,S,4597.5,119535.0
XE,N00,20,S,4913.25,127744.5
XE,N00,21,S,5247.0,136422.0
XE,N00,22,S,5610.0,145860.0
XE,N00,23,S,6013.5,156351.0
XE,N00,24,S,6426.0,167076.0
XE,N00,25,S,6906.0,179556.0
XE,N00,26,S,7153.5,185991.0
XE,N00,27,S,7422.75,192991.5
XE,N00,28,S,7681.5,199719.0
XE,N00,29,S,7953.0,206778.0
XE,N00,30,S,8232.75,214051.5
XE,N00,5,T,1912.5,49725.0
XE,N00,6,T,2027.25,52708.5
XE,N00,7,T,2157.0,56082.0
XE,N00,8,T,2286.0,59436.0
XE,N00,9,T,2425.5,63063.0
XE,N00,10,T,2572.5,66885.0
XE,N00,11,T,2744.25,71350.5
XE,N00,12,T,2934.0,76284.0
XE,N00,13,T,3144.0,81744.0
XE,N00,14,T,3378.75,87847.5
XE,N00,15,T,3617.25,94048.5
XE,N00,16,T,3880.5,100893.0
XE,N00,17,T,4149.0,107874.0
XE,N00,18,T,4441.5,115479.0
XE,N00,19,T,4746.75,123415.5
XE,N00,20,T,5073.0,131898.0
XE,N00,21,T,5417.25,140848.5
XE,N00,22,T,5792.25,150598.5
XE,N00,23,T,6209.25,161440.5
XE,N00,24,T,6634.5,172497.0
XE,N00,25,T,7130.25,185386.5
XE,N00,26,T,7386.0,192036.0
XE,N00,27,T,7664.25,199270.5
XE,N00,28,T,7931.25,206212.5
XE,N00,29,T,8211.75,213505.5
XE,N00,30,T,8500.5,221013.0
XE,N00,5,U,1974.75,51343.5
XE,N00,6,U,2093.25,54424.5
XE,N00,7,U,2226.75,57895.5
XE,N00,8,U,2360.25,61366.5
XE,N00,9,U,2504.25,65110.5
XE,N00,10,U,2655.75,69049.5
XE,N00,11,U,2833.5,73671.0
XE,N00,12,U,3029.25,78760.5
XE,N00,13,U,3246.0,84396.0
XE,N00,14,U,3488.25,90694.5
XE,N00,15,U,3735.0,97110.0
XE,N00,16,U,4006.5,104169.0
XE,N00,17,U,4284.0,111384.0
XE,N00,18,U,4585.5,119223.0
XE,N00,19,U,4901.25,127432.5
XE,N00,20,U,5238.0,136188.0
XE,N00,21,U,5593.5,145431.0
XE,N00,22,U,5980.5,155493.0
XE,N00,23,U,6411.0,166686.0
XE,N00,24,U,6849.75,178093.5
XE,N00,25,U,7362.0,191412.0
XE,N00,26,U,7626.0,198276.0
XE,N00,27,U,7913.25,205744.5
XE,N00,28,U,8189.25,212920.5
XE,N00,29,U,8478.75,220447.5
XE,N00,30,U,8776.5,228189.0
XE,N00,5,V,2039.25,53020.5
XE,N00,6,V,2161.5,56199.0
XE,N00,7,V,2298.75,59767.5
XE,N00,8,V,2436.75,63355.5
XE,N00,9,V,2586.0,67236.0
XE,N00,10,V,2742.0,71292.0
XE,N00,11,V,2925.75,76069.5
XE,N00,12,V,3127.5,81315.0
XE,N00,13,V,3351.75,87145.5
XE,N00,14,V,3601.5,93639.0
XE,N00,15,V,3856.5,100269.0
XE,N00,16,V,4137.0,107562.0
XE,N00,17,V,4423.5,115011.0
XE,N00,18,V,4734.75,123103.5
XE,N00,19,V,5060.25,131566.5
XE,N00,20,V,5408.25,140614.5
XE,N00,21,V,5775.0,150150.0
XE,N00,22,V,6174.75,160543.5
XE,N00,23,V,6619.5,172107.0
XE,N00,24,V,7072.5,183885.0
XE,N00,25,V,7601.25,197632.5
XE,N00,26,V,7873.5,204711.0
XE,N00,27,V,8170.5,212433.0
XE,N00,28,V,8455.5,219843.0
XE,N00,29,V,8754.0,227604.0
XE,N00,30,V,9061.5,235599.0
XE,N00,5,W,2105.25,54736.5
XE,N00,6,W,2232.0,58032.0
XE,N00,7,W,2373.75,61717.5
XE,N00,8,W,2516.25,65422.5
XE,N00,9,W,2670.0,69420.0
XE,N00,10,W,2831.25,73612.5
XE,N00,11,W,3021.0,78546.0
XE,N00,12,W,3229.5,83967.0
XE,N00,13,W,3460.5,89973.0
XE,N00,14,W,3718.5,96681.0
XE,N00,15,W,3981.75,103525.5
XE,N00,16,W,4271.25,111052.5
XE,N00,17,W,4567.5,118755.0
XE,N00,18,W,4888.5,127101.0
XE,N00,19,W,5224.5,135837.0
XE,N00,20,W,5583.75,145177.5
XE,N00,21,W,5962.5,155025.0
XE,N00,22,W,6375.75,165769.5
XE,N00,23,W,6834.75,177703.5
XE,N00,24,W,7302.0,189852.0
XE,N00,25,W,7848.0,204048.0
XE,N00,26,W,8129.25,211360.5
XE,N00,27,W,8436.0,219336.0
XE,N00,28,W,8730.0,226980.0
XE,N00,29,W,9038.25,234994.5
XE,N00,30,W,9356.25,243262.5
XE,N00,5,X,2173.5,56511.0
XE,N00,6,X,2304.75,59923.5
XE,N00,7,X,2451.0,63726.0
XE,N00,8,X,2598.0,67548.0
XE,N00,9,X,2757.0,71682.0
XE,N00,10,X,2923.5,76011.0
XE,N00,11,X,3119.25,81100.5
XE,N00,12,X,3334.5,86697.0
XE,N00,13,X,3573.0,92898.0
XE,N00,14,X,3839.25,99820.5
XE,N00,15,X,4111.5,106899.0
XE,N00,16,X,4410.0,114660.0
XE,N00,17,X,4716.0,122616.0
XE,N00,18,X,5047.5,131235.0
XE,N00,19,X,5394.0,140244.0
XE,N00,20,X,5765.25,149896.5
XE,N00,21,X,6156.0,160056.0
XE,N00,22,X,6582.75,171151.5
XE,N00,23,X,7056.75,183475.5
XE,N00,24,X,7539.0,196014.0
XE,N00,25,X,8103.0,210678.0
XE,N00,26,X,8393.25,218224.5
XE,N00,27,X,8710.5,226473.0
XE,N00,28,X,9013.5,234351.0
XE,N00,29,X,9332.25,242638.5
XE,N00,30,X,9660.0,251160.0
XE,N00,5,Y,2244.0,58344.0
XE,N00,6,Y,2379.75,61873.5
XE,N00,7,Y,2530.5,65793.0
XE,N00,8,Y,2682.75,69751.5
XE,N00,9,Y,2846.25,74002.5
XE,N00,10,Y,3018.75,78487.5
XE,N00,11,Y,3220.5,83733.0
XE,N00,12,Y,3442.5,89505.0
XE,N00,13,Y,3689.25,95920.5
XE,N00,14,Y,3963.75,103057.5
XE,N00,15,Y,4245.0,110370.0
XE,N00,16,Y,4553.25,118384.5
XE,N00,17,Y,4869.0,126594.0
XE,N00,18,Y,5211.75,135505.5
XE,N00,19,Y,5569.5,144807.0
XE,N00,20,Y,5952.75,154771.5
XE,N00,21,Y,6356.25,165262.5
XE,N00,22,Y,6796.5,176709.0
XE,N00,23,Y,7286.25,189442.5
XE,N00,24,Y,7784.25,202390.5
XE,N00,25,Y,8366.25,217522.5
XE,N00,26,Y,8666.25,225322.5
XE,N00,27,Y,8993.25,233824.5
XE,N00,28,Y,9306.75,241975.5
XE,N00,29,Y,9635.25,250516.5
XE,N00,30,Y,9974.25,259330.5
XE,N00,5,Z,2316.75,60235.5
XE,N00,6,Z,2457.0,63882.0
XE,N00,7,Z,2613.0,67938.0
XE,N00,8,Z,2769.75,72013.5
XE,N00,9,Z,2938.5,76401.0
XE,N00,10,Z,3117.0,81042.0
XE,N00,11,Z,3325.5,86463.0
XE,N00,12,Z,3554.25,92410.5
XE,N00,13,Z,3809.25,99040.5
XE,N00,14,Z,4092.75,106411.5
XE,N00,15,Z,4383.0,113958.0
XE,N00,16,Z,4701.0,122226.0
XE,N00,17,Z,5027.25,130708.5
XE,N00,18,Z,5381.25,139912.5
XE,N00,19,Z,5750.25,149506.5
XE,N00,20,Z,6146.25,159802.5
XE,N00,21,Z,6562.5,170625.0
XE,N00,22,Z,7017.75,182461.5
XE,N00,23,Z,7523.25,195604.5
XE,N00,24,Z,8037.0,208962.0
XE,N00,25,Z,8638.5,224601.0
XE,N00,26,Z,8948.25,232654.5
XE,N00,27,Z,9285.75,241429.5
XE,N00,28,Z,9609.0,249834.0
XE,N00,29,Z,9948.75,258667.5
XE,N00,30,Z,10298.25,267754.5
SS,100,9,A,1556.8,40476.799999999996
SS,100,10,A,1651.2,42931.200000000004
SS,100,11,A,1752.8,45572.799999999996
SS,100,12,A,1860.8,48380.799999999996
SS,100,13,A,1983.2,51563.200000000004
SS,100,14,A,2119.2,55099.2
SS,100,15,A,2272.8,59092.8
SS,100,16,A,2440.8,63460.8
SS,100,17,A,2615.2,67995.2
SS,100,18,A,2804.8,72924.8
SS,100,19,A,3000.0,78000.0
SS,100,20,A,3210.4,83470.40000000001
SS,100,21,A,3432.0,89232.0
SS,100,22,A,3666.4,95326.40000000001
SS,100,23,A,3915.2,101795.2
SS,100,24,A,4187.2,108867.2
SS,100,25,A,4488.0,116688.0
SS,100,26,A,4638.4,120598.4
SS,100,27,A,4794.4,124654.4
SS,100,9,B,1600.8,41620.799999999996
SS,100,10,B,1705.6,44345.6
SS,100,11,B,1806.4,46966.4
SS,100,12,B,1921.6,49961.6
SS,100,13,B,2049.6,53289.6
SS,100,14,B,2196.0,57096.0
SS,100,15,B,2352.0,61152.0
SS,100,16,B,2519.2,65499.2
SS,100,17,B,2709.6,70449.59999999999
SS,100,18,B,2899.2,75379.2
SS,100,19,B,3092.0,80392.0
SS,100,20,B,3310.4,86070.40000000001
SS,100,21,B,3534.4,91894.40000000001
SS,100,22,B,3778.4,98238.40000000001
SS,100,23,B,4043.2,105123.2
SS,100,24,B,4326.4,112486.4
SS,100,25,B,4638.4,120598.4
SS,100,26,B,4794.4,124654.4
SS,100,27,B,4968.8,129188.8
SS,100,9,C,1651.2,42931.200000000004
SS,100,10,C,1752.8,45572.799999999996
SS,100,11,C,1860.8,48380.799999999996
SS,100,12,C,1983.2,51563.200000000004
SS,100,13,C,2119.2,55099.2
SS,100,14,C,2272.8,59092.8
SS,100,15,C,2440.8,63460.8
SS,100,16,C,2615.2,67995.2
SS,100,17,C,2804.8,72924.8
SS,100,18,C,3000.0,78000.0
SS,100,19,C,3210.4,83470.40000000001
SS,100,20,C,3432.0,89232.0
SS,100,21,C,3666.4,95326.40000000001
SS,100,22,C,3915.2,101795.2
SS,100,23,C,4187.2,108867.2
SS,100,24,C,4488.0,116688.0
SS,100,25,C,4794.4,124654.4
SS,100,26,C,4968.8,129188.8
SS,100,27,C,5153.6,133993.6
SS,100,9,D,1705.6,44345.6
SS,100,10,D,1806.4,46966.4
SS,100,11,D,1921.6,49961.6
SS,100,12,D,2049.6,53289.6
SS,100,13,D,2196.0,57096.0
SS,100,14,D,2352.0,61152.0
SS,100,15,D,2519.2,65499.2
SS,100,16,D,2709.6,70449.59999999999
SS,100,17,D,2899.2,75379.2
SS,100,18,D,3092.0,80392.0
SS,100,19,D,3310.4,86070.40000000001
SS,100,20,D,3534.4,91894.40000000001
SS,100,21,D,3778.4,98238.40000000001
SS,100,22,D,4043.2,105123.2
SS,100,23,D,4326.4,112486.4
SS,100,24,D,4638.4,120598.4
SS,100,25,D,4968.8,129188.8
SS,100,26,D,5153.6,133993.6
SS,100,27,D,5338.4,138798.4
SS,100,9,E,1752.8,45572.799999999996
SS,100,10,E,1860.8,48380.799999999996
SS,100,11,E,1983.2,51563.200000000004
SS,100,12,E,2119.2,55099.2
SS,100,13,E,2272.8,59092.8
SS,100,14,E,2440.8,63460.8
SS,100,15,E,2615.2,67995.2
SS,100,16,E,2804.8,72924.8
SS,100,17,E,3000.0,78000.0
SS,100,18,E,3210.4,83470.40000000001
SS,100,19,E,3432.0,89232.0
SS,100,20,E,3666.4,95326.40000000001
SS,100,21,E,3915.2,101795.2
SS,100,22,E,4187.2,108867.2
SS,100,23,E,4488.0,116688.0
SS,100,24,E,4794.4,124654.4
SS,100,25,E,5153.6,133993.6
SS,100,26,E,5338.4,138798.4
SS,100,27,E,5540.8,144060.80000000002
SS,100,9,J,1809.6,47049.6
SS,100,10,J,1921.6,49961.6
SS,100,11,J,2048.0,53248.0
SS,100,12,J,2188.0,56888.0
SS,100,13,J,2346.4,61006.4
SS,100,14,J,2520.0,65520.0
SS,100,15,J,2700.0,70200.0
SS,100,16,J,2896.0,75296.0
SS,100,17,J,3097.6,80537.59999999999
SS,100,18,J,3314.4,86174.40000000001
SS,100,19,J,3543.2,92123.2
SS,100,20,J,3785.6,98425.59999999999
SS,100,21,J,4042.4,105102.40000000001
SS,100,22,J,4323.2,112403.2
SS,100,23,J,4633.6,120473.6
SS,100,24,J,4950.4,128710.4
SS,100,25,J,5320.8,138340.80000000002
SS,100,26,J,5512.0,143312.0
SS,100,27,J,5720.8,148740.80000000002
SS,100,9,K,1868.8,48588.799999999996
SS,100,10,K,1984.0,51584.0
SS,100,11,K,2114.4,54974.4
SS,100,12,K,2259.2,58739.2
SS,100,13,K,2422.4,62982.4
SS,100,14,K,2601.6,67641.59999999999
SS,100,15,K,2788.0,72488.0
SS,100,16,K,2990.4,77750.40000000001
SS,100,17,K,3198.4,83158.40000000001
SS,100,18,K,3422.4,88982.40000000001
SS,100,19,K,3658.4,95118.40000000001
SS,100,20,K,3908.8,101628.8
SS,100,21,K,4173.6,108513.6
SS,100,22,K,4464.0,116064.0
SS,100,23,K,4784.0,124384.0
SS,100,24,K,5111.2,132891.19999999998
SS,100,25,K,5493.6,142833.6
SS,100,26,K,5691.2,147971.19999999998
SS,100,27,K,5906.4,153566.4
SS,100,9,L,1929.6,50169.6
SS,100,10,L,2048.8,53268.8
SS,100,11,L,2183.2,56763.2
SS,100,12,L,2332.8,60652.8
SS,100,13,L,2500.8,65020.8
SS,100,14,L,2686.4,69846.40000000001
SS,100,15,L,2878.4,74838.40000000001
SS,100,16,L,3087.2,80267.2
SS,100,17,L,3302.4,85862.40000000001
SS,100,18,L,3533.6,91873.59999999999
SS,100,19,L,3777.6,98217.59999999999
SS,100,20,L,4036.0,104936.0
SS,100,21,L,4309.6,112049.6
SS,100,22,L,4608.8,119828.8
SS,100,23,L,4939.2,128419.2
SS,100,24,L,5277.6,137217.6
SS,100,25,L,5672.0,147472.0
SS,100,26,L,5876.0,152776.0
SS,100,27,L,6098.4,158558.4
SS,100,9,M,1992.0,51792.0
SS,100,10,M,2115.2,54995.2
SS,100,11,M,2254.4,58614.4
SS,100,12,M,2408.8,62628.8
SS,100,13,M,2582.4,67142.40000000001
SS,100,14,M,2773.6,72113.59999999999
SS,100,15,M,2972.0,77272.0
SS,100,16,M,3187.2,82867.2
SS,100,17,M,3409.6,88649.59999999999
SS,100,18,M,3648.8,94868.8
SS,100,19,M,3900.0,101400.0
SS,100,20,M,4167.2,108347.2
SS,100,21,M,4449.6,115689.6
SS,100,22,M,4758.4,123718.4
SS,100,23,M,5100.0,132600.0
SS,100,24,M,5448.8,141668.80000000002
SS,100,25,M,5856.0,152256.0
SS,100,26,M,6067.2,157747.19999999998
SS,100,27,M,6296.8,163716.80000000002
SS,100,9,N,2056.8,53476.8
SS,100,10,N,2184.0,56784.0
SS,100,11,N,2328.0,60528.0
SS,100,12,N,2487.2,64667.2
SS,100,13,N,2666.4,69326.40000000001
SS,100,14,N,2864.0,74464.0
SS,100,15,N,3068.8,79788.8
SS,100,16,N,3290.4,85550.40000000001
SS,100,17,N,3520.8,91540.8
SS,100,18,N,3767.2,97947.2
SS,100,19,N,4026.4,104686.40000000001
SS,100,20,N,4302.4,111862.4
SS,100,21,N,4594.4,119454.4
SS,100,22,N,4912.8,127732.8
SS,100,23,N,5265.6,136905.6
SS,100,24,N,5625.6,146265.6
