"","step","nMatches","ltm_15pct","ltm_10pct","ltm_5pct","ltm_0pct","gtm_0pct","gtm_5pct","gtm_10pct","gtm_15pct"
"1","A",7642,0.163569746139754,0.315493326354358,0.442946872546454,0.689740905522115,0.310259094477885,0.139623135304894,0.0745878042397278,0.00536508767338393
"2","F",7642,0.237503271394923,0.348076419785396,0.583616854226642,0.758047631510076,0.241952368489924,0.122219314315624,0.0420047108086888,0.00183198115676524
"3","O",7642,0.119209630986653,0.203873331588589,0.310913373462444,0.461790107301753,0.538209892698246,0.326354357498037,0.158073802669458,0.0546977231091337
